Gene ID	TSS ID	Transcript ID	gene name
LH00514	TSS2738	CUFF.2685.1	-
LH00515	TSS2748	CUFF.2782.1	FLG-AS1
LH00516	TSS2779	P1P2	BX470102.3
LH00517	TSS2781	CUFF.2727.1	-
LH00518	TSS2785	CUFF.2727.6	-
LH00519	TSS2793	CUFF.2728.4	-
LH00520	TSS2794	CUFF.2728.6	-
LH00521	TSS2798	ENST00000608147	RP11-422P24.10
LH00522	TSS2799	ENST00000608236	RP11-422P24.11
LH00523	TSS2800	CUFF.2748.1	-
LH00524	TSS2805	ENST00000441613	UBE2Q1-AS1
LH00525	TSS2807	CUFF.2764.1,CUFF.2764.2	-
LH00526	TSS2820	P1P2	RP11-307C12.12
LH00527	TSS2826	P1P2	RP11-263K19.4
LH00528	TSS2827	P1P2	RP11-263K19.4
LH00529	TSS2829	ENST00000454348	RP11-263K19.4
LH00530	TSS2830	ENST00000436772	RP11-263K19.4
LH00531	TSS2831	ENST00000453136	RP11-263K19.4
LH00532	TSS2832	ENST00000422665	RP11-263K19.4
LH00533	TSS2835	P1P2	ASH1L-AS1
LH00534	TSS2837	CUFF.2791.1	-
LH00535	TSS2840	CUFF.2814.1	RP11-336K24.12
LH00535	TSS2841	ENST00000610146	RP11-336K24.12
LH00536	TSS2842	CUFF.2814.8,CUFF.2814.11	RP11-336K24.12
LH00537	TSS2845	CUFF.2810.1	RP11-336K24.5
LH00538	TSS2847	CUFF.2810.3	RP11-336K24.5
LH00539	TSS2852	CUFF.2816.1	-
LH00540	TSS2854	CUFF.2828.1	-
LH00541	TSS2857	CUFF.2821.1	-
LH00542	TSS2862	CUFF.2829.1,CUFF.2829.2	-
LH00543	TSS2863	CUFF.2818.1	-
LH00544	TSS2870	CUFF.2835.1	-
LH00545	TSS2873	CUFF.2838.1	-
LH00546	TSS2892	ENST00000607010	RP11-85G21.3
LH00547	TSS2913	P1P2	KIRREL-IT1
LH00548	TSS2923	CUFF.2877.1	-
LH00549	TSS2925	CUFF.2906.4,CUFF.2906.12	RP11-190A12.8
LH00550	TSS2927	CUFF.2906.34	RP11-190A12.8
LH00551	TSS2928	ENST00000608430	RP11-190A12.8
LH00552	TSS2929	CUFF.2906.36	-
LH00553	TSS2933	P1P2	LINC01133
LH00554	TSS2936	CUFF.2899.1	RP11-536C5.7
LH00555	TSS2937	P1P2	RP11-574F21.2
LH00556	TSS2938	CUFF.2893.1	-
LH00557	TSS2941	CUFF.2890.1	-
LH00558	TSS2969	CUFF.2926.1	-
LH00559	TSS2976	P1P2	RP11-122G18.5
LH00560	TSS2977	ENST00000608740	RP11-122G18.8
LH00561	TSS2979	TUCPT_00000089	TUCP-C1orf192-1
LH00562	TSS2980	CUFF.2966.4	-
LH00563	TSS2981	CUFF.2966.6	-
LH00564	TSS2983	ENST00000537821	RP11-25K21.6
LH00565	TSS2990	ENST00000609669	RP11-359K18.4
LH00566	TSS3021	ENST00000602747	RP11-477H21.2
LH00567	TSS3039	P1P2	RP11-466F5.8
LH00568	TSS3042	CUFF.3018.1	-
LH00569	TSS3047	CUFF.3036.1	-
LH00570	TSS3058	CUFF.3028.1	-
LH00571	TSS3073	CUFF.3054.1	-
LH00572	TSS3074	CUFF.3054.2	-
LH00573	TSS3077	P1P2	RP1-313L4.3
LH00574	TSS3098	CUFF.3071.1	RP4-800F24.1
LH00575	TSS3100	CUFF.3067.1	-
LH00576	TSS3104	CUFF.3080.2	-
LH00577	TSS3114	P1P2	RP1-79C4.4
LH00578	TSS3128	CUFF.3202.5	RP1-15D23.2
LH00579	TSS3136	CUFF.3112.1	-
LH00580	TSS3150	CUFF.3148.1	-
LH00581	TSS3151	CUFF.3114.1	-
LH00582	TSS3155	P1P2	-
LH00582	TSS3156	P1P2	-
LH00583	TSS3159	CUFF.3438.1	GAS5-AS1
LH00584	TSS3160	ENST00000602767	GAS5-AS1
LH00585	TSS3162	CUFF.3123.2	-
LH00586	TSS3168	ENST00000414890	RABGAP1L-IT1
LH00587	TSS3198	CUFF.3166.1	-
LH00588	TSS3217	ENST00000564300	RP4-593C16.3
LH00589	TSS3219	ENST00000608190	RP5-1098D14.1
LH00590	TSS3220	CUFF.3187.2	RP5-1098D14.1
LH00591	TSS3236	CUFF.3225.2	RP11-12M5.4
LH00592	TSS3248	P1P2	RP11-309G3.3
LH00593	TSS3266	CUFF.3338.6	RP11-538D16.3
LH00594	TSS3277	P1P2	RP11-317P15.4
LH00595	TSS3283	CUFF.3280.1	-
LH00596	TSS3285	CUFF.3288.1,CUFF.3288.2	RP1-127C7.6
LH00597	TSS3287	CUFF.3286.2	-
LH00598	TSS3306	ENST00000566476	GS1-120K12.4
LH00599	TSS3307	CUFF.3308.1	-
LH00600	TSS3308	CUFF.3310.1	-
LH00601	TSS3309	CUFF.3331.3	GS1-279B7.2
LH00602	TSS3311	ENST00000609881	GS1-279B7.2
LH00603	TSS3338	ENST00000608917	RP5-973M2.2
LH00604	TSS3344	CUFF.3328.1,CUFF.3328.2	-
LH00605	TSS3348	CUFF.3493.12	LINC01036
LH00606	TSS3376	CUFF.3361.1	-
LH00607	TSS3384	CUFF.3523.21	-
LH00608	TSS3397	P1P2	RP11-547I7.2
LH00609	TSS3400	P1P2	RP11-547I7.2
LH00610	TSS3432	CUFF.3410.1	-
LH00611	TSS3495	CUFF.3512.4	-
LH00612	TSS3529	CUFF.3515.1	-
LH00613	TSS3530	CUFF.3516.1,CUFF.3516.2	-
LH00614	TSS3531	CUFF.3516.4	-
LH00615	TSS3532	CUFF.3516.5	-
LH00616	TSS3533	P1P2	-,RP11-469A15.2
LH00616	TSS3534	P1P2	RP11-469A15.2
LH00617	TSS3537	P1P2	RP11-92G12.3
LH00618	TSS3540	P1P2	RP11-168O16.1
LH00619	TSS3554	CUFF.3556.1	-
LH00620	TSS3555	CUFF.3559.1	RP11-134G8.8
LH00621	TSS3557	P1P2	RP11-134G8.7
LH00622	TSS3558	ENST00000441932	RPS10P7
LH00623	TSS3559	CUFF.3591.1,CUFF.3591.2	-
LH00624	TSS3562	ENST00000458139	RP11-307B6.3
LH00625	TSS3564	P1P2	RP11-510N19.5
LH00626	TSS3565	CUFF.3567.1	-
LH00627	TSS3571	CUFF.3579.1	-
LH00628	TSS3572	P1P2	PCAT6
LH00629	TSS3574	P1P2	RP11-480I12.7
LH00630	TSS3609	CUFF.3607.1	-
LH00631	TSS3610	CUFF.3608.1	-
LH00632	TSS3618	CUFF.3620.2	-
LH00633	TSS3619	CUFF.3616.1	-
LH00634	TSS3627	P1P2	RP11-739N20.2
LH00635	TSS3628	CUFF.3629.6	RP11-739N20.2
LH00636	TSS3630	CUFF.3617.1	-
LH00637	TSS3673	CUFF.3657.1	-
LH00638	TSS3675	P1P2	-
LH00639	TSS3681	P1P2	PM20D1-ASTUCP1
LH00640	TSS3719	CUFF.3751.4	C1orf132
LH00641	TSS3722	CUFF.3757.1	-
LH00642	TSS3733	CUFF.3719.3	-
LH00643	TSS3757	P1P2	MIR205HG
LH00644	TSS3758	P1P2	MIR205HG
LH00645	TSS3760	P1P2	MIR205HG
LH00646	TSS3761	P1P2	MIR205HG
LH00647	TSS3776	P1P2	LINC00467
LH00648	TSS3777	ENST00000563421	RP11-318L16.6
LH00649	TSS3779	CUFF.3773.1	-
LH00650	TSS3780	CUFF.3774.1	-
LH00651	TSS3783	P1P2	RP11-354K1.1
LH00652	TSS3785	CUFF.3788.7	RP11-354K1.1
LH00653	TSS3800	CUFF.3780.1	-
LH00654	TSS3810	ENST00000447949	RP11-384C4.2
LH00655	TSS3817	ENST00000564287	RP11-61J19.4
LH00656	TSS3826	CUFF.3820.1	-
LH00657	TSS3827	CUFF.3818.1	-
LH00658	TSS3828	CUFF.3817.1	FLVCR1-AS1
LH00659	TSS3829	CUFF.3815.1	-
LH00660	TSS3830	CUFF.3813.1,CUFF.3813.2	-
LH00661	TSS3851	CUFF.3841.1	-
LH00662	TSS3853	CUFF.3852.1	-
LH00663	TSS3912	CUFF.4074.1	RP11-95P13.1-AS1
LH00664	TSS3915	NLT_00000301	RP11-95P13.1-AS1
LH00665	TSS3951	ENST00000609276	RNU6ATAC35P
LH00666	TSS3989	CUFF.4208.4	RP11-400N13.2
LH00667	TSS4005	CUFF.3940.1	-
LH00668	TSS4007	CUFF.3942.1	-
LH00669	TSS4008	P1P2	RP11-378J18.3
LH00669	TSS4009	P1P2	RP11-378J18.3
LH00670	TSS4013	P1P2	RP11-452F19.3
LH00670	TSS4014	P1P2	RP11-452F19.3
LH00671	TSS4015	ENST00000442171	RP11-452F19.3
LH00672	TSS4018	CUFF.3992.2	-
LH00673	TSS4054	CUFF.3981.1	-
LH00674	TSS4058	CUFF.3998.2,CUFF.3998.3,CUFF.3998.4,CUFF.3998.1	RP11-504P24.8
LH00675	TSS4059	CUFF.3999.1	-
LH00676	TSS4060	CUFF.4001.1	-
LH00677	TSS4061	ENST00000449219	RP11-504P24.4
LH00678	TSS4063	CUFF.4000.3	RP11-504P24.4
LH00679	TSS4064	ENST00000540997,ENST00000572124	RP11-504P24.6
LH00680	TSS4067	CUFF.4000.9	-
LH00681	TSS4069	CUFF.3988.1	-
LH00682	TSS4072	CUFF.3995.1	-
LH00683	TSS4073	CUFF.3996.1	-
LH00684	TSS4077	CUFF.4046.4	RP11-449J1.1
LH00685	TSS4078	CUFF.4047.2	-
LH00686	TSS4087	CUFF.4034.20,CUFF.4034.21,CUFF.4034.22	-
LH00687	TSS4088	CUFF.4034.23,CUFF.4034.24	-
LH00688	TSS4090	CUFF.4010.4	-
LH00689	TSS4091	CUFF.4090.1,CUFF.4090.2	RP11-145A3.1
LH00690	TSS4096	CUFF.4025.1	-
LH00691	TSS4099	P1P2	RP11-396C23.2
LH00691	TSS4100	P1P2	RP11-396C23.2
LH00691	TSS4101	P1P2	RP11-396C23.2
LH00692	TSS4110	CUFF.4069.7	RP11-275I14.4
LH00693	TSS4113	P1P2	-
LH00694	TSS4116	CUFF.4056.7	-
LH00695	TSS4118	CUFF.4051.1	-
LH00696	TSS4121	CUFF.4058.1,CUFF.4058.2	-
LH00697	TSS4124	CUFF.4061.1	-
LH00698	TSS4142	ENST00000433837	RP5-1087E8.3
LH00699	TSS4147	ENST00000445817	CTD-2090I13.1
LH00700	TSS4165	CUFF.4111.1	-
LH00701	TSS4166	CUFF.4113.1	-
LH00702	TSS4167	CUFF.4113.2	-
LH00703	TSS4168	CUFF.4113.3	-
LH00704	TSS4170	CUFF.4124.1	-
LH00705	TSS4171	CUFF.4124.2	-
LH00706	TSS4175	NLT_00000346	LINC-C1orf145-1
LH00707	TSS4176	CUFF.4142.1	-
LH00708	TSS4177	P1P2	RP11-245P10.8
LH00709	TSS4178	P1P2	RP11-245P10.4
LH00709	TSS4180	P1P2	RP11-245P10.4
LH00710	TSS4182	CUFF.4144.1	-
LH00711	TSS4183	CUFF.4145.1	-
LH00712	TSS4186	CUFF.4148.1	-
LH00713	TSS4187	CUFF.4148.2	-
LH00714	TSS4188	CUFF.4154.1	-
LH00715	TSS4202	CUFF.4203.1	-
LH00716	TSS4210	CUFF.4256.4	-
LH00717	TSS4225	CUFF.4167.3	-
LH00718	TSS4234	CUFF.4172.1	-
LH00719	TSS4251	CUFF.4236.1	-
LH00720	TSS4255	CUFF.4220.1	RP5-858B6.3
LH00721	TSS4256	CUFF.4220.3	RP5-858B6.3
LH00722	TSS4260	CUFF.4211.1	-
LH00723	TSS4262	CUFF.4223.2	-
LH00724	TSS4263	CUFF.4223.3	-
LH00725	TSS4269	CUFF.4240.1,CUFF.4240.3	-
LH00726	TSS4270	CUFF.4241.1	-
LH00727	TSS4271	CUFF.4242.1	-
LH00728	TSS4272	CUFF.4269.1	RP11-295G20.2
LH00729	TSS4275	CUFF.4334.4,CUFF.4334.1	RP5-865N13.2
LH00730	TSS4327	CUFF.4294.2	-
LH00731	TSS4328	P1P2	RP4-781K5.2
LH00732	TSS4329	CUFF.4295.1,CUFF.4295.2	-
LH00733	TSS4330	CUFF.4295.3	-
LH00734	TSS4377	CUFF.4313.4	RP4-597N16.4
LH00735	TSS4380	CUFF.4310.1	-
LH00736	TSS4381	CUFF.4314.1	-
LH00737	TSS4388	CUFF.4339.1	-
LH00738	TSS4394	CUFF.4366.15	RP5-940F7.2
LH00739	TSS4396	CUFF.4366.18	-
LH00740	TSS4397	CUFF.4322.1	-
LH00741	TSS4415	P1P2	-
LH00742	TSS4448	CUFF.4432.1	-
LH00743	TSS4471	P1P2	RP11-527D7.1
LH00744	TSS4497	ENST00000439562,CUFF.4438.2	RP11-261C10.5
LH00745	TSS4498	ENST00000422938	RP11-261C10.4
LH00746	TSS4502	CUFF.4445.1	-
LH00747	TSS4525	ENST00000610145	RP11-11N7.4
LH00748	TSS4529	CUFF.4474.5	-
LH00749	TSS4532	CUFF.4475.2	-
LH00750	TSS4553	CUFF.4515.1	-
LH00751	TSS4568	ENST00000567832	RP11-439E19.10
LH00752	TSS4576	CUFF.4520.1	-
LH00753	TSS4577	CUFF.4521.1	-
LH00754	TSS4578	CUFF.4527.1	-
LH00755	TSS4580	CUFF.4523.1,CUFF.4523.2,CUFF.4523.3	-
LH00756	TSS4584	CUFF.4543.5	-
LH00756	TSS4585	CUFF.4543.7	RP11-488L18.10
LH00757	TSS4588	CUFF.4545.1	-
LH00758	TSS4589	CUFF.4546.1	-
LH00759	TSS4590	CUFF.4547.1	-
LH00760	TSS4595	CUFF.4539.1	-
LH00761	TSS4597	CUFF.4532.1	-
LH00762	TSS4598	CUFF.4533.1	-
LH00763	TSS4599	CUFF.4566.1,CUFF.4566.2	-
LH00763	TSS4600	CUFF.4566.9	-
LH00764	TSS4630	P1P2	XX-CR54.1
LH00765	TSS4632	P1P2	AL672294.1
LH00766	TSS4633	CUFF.4564.1	-
LH00767	TSS4637	ENST00000466430	RP11-34P13.7
LH00768	TSS4642	ENST00000484859	RP11-34P13.13
LH00769	TSS4645	ENST00000491962	RP11-34P13.13
LH00770	TSS4644	ENST00000466557	RP11-34P13.13
LH00771	TSS4646	ENST00000442116	AP006222.2
LH00772	TSS4647	ENST00000448958	AP006222.2
LH00773	TSS4648	ENST00000424587	AP006222.2
LH00774	TSS4658	CUFF.185.11	RP5-857K21.4
LH00775	TSS4659	P1P2	RP11-206L10.2
LH00776	TSS4665	P1P2	LINC00115
LH00777	TSS4669	ENST00000432963	FAM41C
LH00778	TSS4666	ENST00000446136	FAM41C
LH00778	TSS4670	ENST00000427857	FAM41C
LH00779	TSS4674	ENST00000609207	RP11-54O7.3
LH00780	TSS4679	CUFF.66.18	RP11-54O7.3
LH00781	TSS4682	CUFF.66.42,CUFF.66.36	RP11-54O7.3
LH00782	TSS4687	ENST00000606034	RP11-54O7.17
LH00783	TSS4688	P1P2	RP11-54O7.11
LH00784	TSS4689	CUFF.11.1,ENST00000442292	RP11-54O7.18
LH00785	TSS4690	CUFF.10.1,CUFF.10.2	-
LH00786	TSS4691	CUFF.17.1	-
LH00787	TSS4705	CUFF.13.1	-
LH00788	TSS4709	P1P2	RP5-902P8.12
LH00789	TSS4710	P1P2	RP5-890O3.9
LH00790	TSS4711	CUFF.21.1	-
LH00791	TSS4715	CUFF.49.9	RP4-758J18.10
LH00792	TSS4718	CUFF.32.1	-
LH00793	TSS4720	ENST00000607222	RP11-345P4.9
LH00794	TSS4722	CUFF.41.1	-
LH00795	TSS4723	ENST00000598846	RP1-283E3.8
LH00796	TSS4742	ENST00000536678	RP11-181G12.2
LH00797	TSS4743	ENST00000444529	RP11-181G12.2
LH00798	TSS4744	P1P2	RP11-181G12.5
LH00799	TSS4746	CUFF.58.1	-
LH00800	TSS4749	CUFF.76.2	RP4-740C4.6
LH00801	TSS4751	ENST00000606642	RP4-740C4.9
LH00802	TSS4752	ENST00000606280	RP4-740C4.8
LH00803	TSS4763	P1P2	RP3-395M20.8
LH00804	TSS4765	CUFF.82.1	-
LH00805	TSS4795	P1P2	LINC00982
LH00806	TSS4826	P1P2	RP5-1092A11.5
LH00807	TSS4833	ENST00000587071	TP73-AS1
LH00808	TSS4834	ENST00000608600	TP73-AS1
LH00809	TSS4835	ENST00000544565	TP73-AS1
LH00810	TSS4830	P1P2	TP73-AS1
LH00811	TSS4908	CUFF.238.5	-
LH00812	TSS4924	P1P2	RP1-120G22.11
LH00813	TSS4929	CUFF.223.1,CUFF.223.2	-
LH00814	TSS4931	P1P2	RP11-312B8.1
LH00815	TSS4976	ENST00000602916	RP11-338N10.3
LH00816	TSS4977	CUFF.248.1	-
LH00817	TSS4978	CUFF.248.2	-
LH00818	TSS4979	CUFF.249.1	RP3-467L1.6
LH00819	TSS4980	CUFF.250.1	-
LH00820	TSS4981	P1P2	RP3-467L1.4
LH00821	TSS4984	CUFF.261.1	-
LH00822	TSS5002	ENST00000433876	RP4-633I8.4
LH00823	TSS5006	P1P2	ENO1-IT1
LH00824	TSS5014	P1P2	RP3-510D11.1
LH00825	TSS5016	CUFF.306.3	-
LH00826	TSS5017	CUFF.299.1,CUFF.299.2	-
LH00827	TSS5036	CUFF.300.1	-
LH00828	TSS5040	P1P2	RP11-558F24.4
LH00829	TSS5043	CUFF.324.1	-
LH00830	TSS5048	CUFF.329.1	-
LH00831	TSS5049	CUFF.330.1	-
LH00832	TSS5054	CUFF.332.1	-
LH00833	TSS5055	CUFF.333.1	-
LH00834	TSS5056	CUFF.334.1	-
LH00835	TSS5053	P1P2	-
LH00836	TSS5057	ENST00000607572	RP4-736L20.3
LH00837	TSS5058	CUFF.328.1	-
LH00838	TSS5059	P1P2	-
LH00839	TSS5078	CUFF.358.1	-
LH00840	TSS5079	CUFF.360.2	-
LH00841	TSS5095	CUFF.372.1	-
LH00842	TSS5094	CUFF.371.2	-
LH00843	TSS5097	CUFF.369.2	-
LH00844	TSS5099	CUFF.381.1	-
LH00845	TSS5101	CUFF.385.1	-
LH00846	TSS5113	ENST00000606790	RP11-474O21.5
LH00847	TSS5140	CUFF.705.23,CUFF.705.25	-
LH00847	TSS5141	CUFF.705.16	RP4-704D23.1
LH00848	TSS5169	P1P2	TMEM51-AS1
LH00849	TSS5172	CUFF.463.2,CUFF.463.11	-
LH00850	TSS5182	CUFF.464.1	-
LH00851	TSS5181	ENST00000439788	RP3-467K16.7
LH00852	TSS5177	CUFF.463.12	RP3-467K16.2
LH00853	TSS5179	P1P2	RP3-467K16.2
LH00854	TSS5184	CUFF.440.2	-
LH00855	TSS5188	P1P2	RP3-467K16.4
LH00856	TSS5191	ENST00000606186	RP4-680D5.8
LH00857	TSS5196	P1P2	RP11-288I21.1
LH00858	TSS5201	CUFF.453.3	-
LH00859	TSS5203	CUFF.469.10	-
LH00860	TSS5202	CUFF.469.2,CUFF.469.4	-
LH00861	TSS5205	P1P2	RP11-169K16.9
LH00862	TSS5204	CUFF.461.1	RP11-169K16.9
LH00863	TSS5220	ENST00000540383	CROCCP2
LH00864	TSS5215	ENST00000412962	CROCCP2
LH00865	TSS5216	CUFF.605.10,CUFF.605.9	CROCCP2
LH00866	TSS5217	CUFF.605.11	CROCCP2
LH00867	TSS5218	P1P2	CROCCP2
LH00867	TSS5221	P1P2	CROCCP2
LH00868	TSS5222	CUFF.482.1	-
LH00869	TSS5227	CUFF.524.1	U1
LH00870	TSS5226	CUFF.523.1	U1
LH00871	TSS5228	P1P2	RP11-108M9.4
LH00872	TSS5229	P1P2	RP11-108M9.4
LH00873	TSS5230	CUFF.526.1	-
LH00874	TSS5231	CUFF.527.1	-
LH00875	TSS5232	ENST00000606899	RP11-108M9.6
LH00876	TSS5234	CUFF.484.2	-
LH00877	TSS5240	CUFF.507.7	-
LH00878	TSS5246	CUFF.514.1	PADI6
LH00879	TSS5262	CUFF.542.7	-
LH00880	TSS5265	CUFF.544.1	-
LH00881	TSS5266	CUFF.544.3	-
LH00882	TSS5293	CUFF.556.1	-
LH00883	TSS5296	P1P2	RP5-1056L3.1
LH00884	TSS5297	CUFF.558.1	-
LH00885	TSS5299	CUFF.567.1	-
LH00886	TSS5304	CUFF.570.1	-
LH00887	TSS5306	P1P2	UBXN10-AS1
LH00888	TSS5324	CUFF.593.1	-
LH00889	TSS5325	P1P2	PINK1-AS
LH00890	TSS5327	CUFF.606.1	-
LH00891	TSS5328	CUFF.630.1	-
LH00892	TSS5333	CUFF.615.1	-
LH00893	TSS5345	CUFF.643.1	RP1-224A6.3
LH00894	TSS5357	CUFF.656.2	-
LH00895	TSS5370	ENST00000604481	RP5-1057J7.6
LH00896	TSS5369	ENST00000566551	RP5-1057J7.6
LH00897	TSS5367	CUFF.671.3	RP5-1057J7.6
LH00898	TSS5368	CUFF.671.2	RP5-1057J7.6
LH00899	TSS5375	ENST00000451217	RP1-150O5.3
LH00900	TSS5373	CUFF.682.1	RP1-150O5.3
LH00901	TSS5376	CUFF.682.13	-
LH00902	TSS5387	CUFF.689.1	-
LH00903	TSS5389	ENST00000447961	RP5-886K2.3
LH00904	TSS5388	P1P2	RP5-886K2.3
LH00905	TSS5390	CUFF.687.1	-
LH00906	TSS5395	CUFF.708.1	-
LH00907	TSS5398	CUFF.716.9	RP11-10N16.3
LH00908	TSS5401	CUFF.712.1	-
LH00909	TSS5404	CUFF.732.3	RP4-594I10.3
LH00910	TSS5406	CUFF.720.1	-
LH00911	TSS5410	CUFF.724.1	-
LH00912	TSS5433	CUFF.762.3	-
LH00913	TSS5435	CUFF.744.1	-
LH00914	TSS5438	CUFF.750.1	-
LH00915	TSS5444	P1P2	RP1-317E23.3
LH00916	TSS5445	ENST00000606617	RP1-317E23.7
LH00917	TSS5449	CUFF.774.1	-
LH00918	TSS5454	ENST00000414762	RP11-96L14.7
LH00919	TSS5455	P1P2	RP11-96L14.7
LH00920	TSS5453	P1P2	RP11-96L14.7
LH00921	TSS5456	CUFF.775.1	-
LH00922	TSS5461	P1P2	RP3-476K8.3
LH00923	TSS5462	CUFF.778.1	-
LH00924	TSS5463	CUFF.783.1	-
LH00925	TSS5469	ENST00000569378	RP5-968P14.2
LH00926	TSS5472	CUFF.795.1	-
LH00927	TSS5474	CUFF.807.1	-
LH00928	TSS5477	CUFF.811.2	-
LH00929	TSS5476	CUFF.811.1	-
LH00930	TSS5482	CUFF.813.1	-
LH00931	TSS5483	CUFF.813.2	-
LH00932	TSS5497	CUFF.831.1	-
LH00933	TSS5506	ENST00000604716	RP5-1092A3.4
LH00934	TSS5504	CUFF.850.6	RP5-1092A3.4
LH00934	TSS5505	CUFF.850.1	RP5-1092A3.4
LH00935	TSS5508	CUFF.839.1	-
LH00936	TSS5509	CUFF.845.1	-
LH00937	TSS5514	P1P2	SNHG12
LH00937	TSS5515	P1P2	SNHG12
LH00938	TSS5511	P1P2	SNHG12
LH00938	TSS5516	P1P2	SNHG12
LH00939	TSS5513	CUFF.1069.23,CUFF.1069.4	SNHG12
LH00940	TSS5517	CUFF.869.8	RP1-212P9.3
LH00941	TSS5521	ENST00000413004	RP11-242O24.3
LH00942	TSS5576	CUFF.908.1	-
LH00943	TSS5586	P1P2	RP11-266K22.2
LH00944	TSS5591	CUFF.933.2	-
LH00945	TSS5590	CUFF.933.1	-
LH00946	TSS5612	ENST00000453837	RP11-84A19.2
LH00947	TSS5617	P1P2	RP11-277A4.4
LH00948	TSS5618	CUFF.932.1	-
LH00949	TSS5619	CUFF.935.1	-
LH00950	TSS5620	P1P2	RP4-622L5.7
LH00951	TSS5621	CUFF.936.2	RP4-622L5.7
LH00952	TSS5626	CUFF.954.1	-
LH00953	TSS5628	CUFF.949.1	-
LH00954	TSS5627	CUFF.948.1	-
LH00955	TSS5629	CUFF.958.1,CUFF.958.2,CUFF.958.3	-
LH00956	TSS5630	CUFF.956.2	-
LH00957	TSS5639	CUFF.971.1	-
LH00958	TSS5643	CUFF.993.1	-
LH00959	TSS5661	CUFF.1245.1	-
LH00960	TSS5662	CUFF.1004.5	RP1-34M23.5
LH00961	TSS5669	P1P2	RP11-244H3.1
LH00962	TSS5680	ENST00000432683	ZMYM4-AS1
LH00963	TSS5683	P1P2	RP4-728D4.2
LH00964	TSS5689	ENST00000606838	RP4-789D17.5
LH00965	TSS5693	CUFF.1026.5	RP4-665N4.8
LH00966	TSS5692	ENST00000479395	RP4-665N4.8
LH00967	TSS5697	CUFF.1023.3	-
LH00968	TSS5698	CUFF.1023.4,CUFF.1023.5	-
LH00969	TSS5699	CUFF.1023.7	-
LH00970	TSS5728	P1P2	LINC01137
LH00971	TSS5729	CUFF.1045.1	-
LH00972	TSS5730	CUFF.1045.2,CUFF.1045.3	-
LH00973	TSS5731	CUFF.1056.1	-
LH00974	TSS5734	ENST00000433474	RP11-109P14.9
LH00975	TSS5747	CUFF.1161.5,CUFF.1161.7	-
LH00976	TSS5772	CUFF.1078.2	-
LH00977	TSS5776	ENST00000289890	RP11-420K8.1
LH00978	TSS5777	CUFF.1075.1	-
LH00979	TSS5778	CUFF.1083.1	-
LH00980	TSS5783	ENST00000441741	RP11-69E11.4
LH00981	TSS5780	ENST00000331856	RP11-69E11.4
LH00982	TSS5786	ENST00000417869	RP11-69E11.4
LH00983	TSS5782	ENST00000440190	RP11-69E11.4
LH00984	TSS5799	CUFF.1104.1	-
LH00985	TSS5802	CUFF.1123.2	-
LH00986	TSS5803	P1P2	RP1-39G22.7
LH00987	TSS5808	P1P2	RP11-656D10.3
LH00988	TSS5809	ENST00000453437	RP11-656D10.5
LH00989	TSS5810	ENST00000437060	RP11-656D10.6
LH00990	TSS5814	P1P2	RP4-739H11.3,NFYC-AS1
LH00991	TSS5815	CUFF.1145.6	NFYC-AS1
LH00992	TSS5828	CUFF.1150.1	-
LH00993	TSS5838	ENST00000436207	RP11-223A3.1
LH00994	TSS5840	CUFF.1179.1	-
LH00995	TSS5841	CUFF.1185.1	RP5-994D16.3
LH00996	TSS5845	ENST00000447572	RP5-994D16.9
LH00997	TSS5844	CUFF.1192.1	RP5-994D16.9
LH00998	TSS5849	P1P2	RP11-342M1.3
LH00998	TSS5850	P1P2	RP11-342M1.3
LH00999	TSS5851	CUFF.1183.1	-
LH01000	TSS5860	CUFF.1199.1	-
LH01001	TSS5866	P1P2	RP1-92O14.3
LH01002	TSS5868	ENST00000396885	SZT2-AS1
LH01003	TSS5867	CUFF.1211.1	SZT2-AS1
LH01004	TSS5876	ENST00000434346	KDM4A-AS1
LH01005	TSS5872	CUFF.1234.2,CUFF.1234.6,ENST00000453015	KDM4A-AS1
LH01006	TSS5873	CUFF.1234.1	KDM4A-AS1
LH01007	TSS5875	P1P2	KDM4A-AS1
LH01008	TSS5877	CUFF.1234.13	RP11-184I16.4
LH01009	TSS5890	P1P2	RP11-7O11.3
LH01009	TSS5892	P1P2	RP11-7O11.3
LH01010	TSS5894	CUFF.1223.1	-
LH01011	TSS5895	CUFF.1222.1	-
LH01012	TSS5901	CUFF.1225.2	-
LH01013	TSS5903	P1P2	ERI3-IT1
LH01014	TSS5920	CUFF.1248.5	-
LH01015	TSS5922	CUFF.1249.1	-
LH01016	TSS5925	ENST00000440985	RP11-269F19.2
LH01017	TSS5923	CUFF.1250.1	RP11-269F19.2
LH01018	TSS5924	CUFF.1250.2	RP11-269F19.2
LH01019	TSS5926	P1P2	RP11-269F19.2
LH01020	TSS5927	CUFF.1255.2	-
LH01021	TSS5930	CUFF.1267.1	-
LH01022	TSS5929	CUFF.1266.1	-
LH01023	TSS5931	ENST00000430643	RP11-767N6.7
LH01024	TSS5955	P1P2	FOXD2-AS1
LH01025	TSS5954	CUFF.1309.8	FOXD2-AS1
LH01026	TSS5951	CUFF.1309.2	RP11-511I2.2
LH01027	TSS5987	CUFF.1300.1	-
LH01028	TSS6001	ENST00000607815	RP5-850O15.4
LH01029	TSS6002	CUFF.1346.1	-
LH01030	TSS6003	CUFF.1346.9	-
LH01031	TSS6004	CUFF.1346.4	-
